0,035911,AC永豐
0,035912,AD永豐
0,035913,AE永豐
0,035914,AF永豐
0,035915,AG永豐
0,035916,AH永豐
0,035917,AI永豐
0,035918,AJ永豐
0,035919,AK永豐
0,035920,G8中信
0,035921,G9中信
0,035922,H1中信
0,035923,H2中信
0,035924,H3中信
0,035925,H4中信
0,035926,H5中信
0,035927,大展G4
0,035928,大展G5
0,035929,大展G6
0,035930,大展G7
0,035931,台新40
0,035932,台新41
0,035933,日盛LX
0,035934,日盛LY
0,035935,日盛LZ
0,035936,日盛MA
0,035937,日盛MB
0,035938,日盛MD
0,035939,亞東JM
0,035940,亞東JN
0,035941,亞東JP
0,035942,亞東JQ
0,035943,亞東JR
0,035944,亞東JS
0,035945,亞東JT
0,035946,亞東JU
0,035947,亞東JV
0,035948,凱基7Y
0,035949,凱基7Z
0,035950,凱基8A
0,035951,凱基8B
0,035952,凱基8E
0,035953,凱基8F
0,035954,凱基8J
0,035955,凱基8K
0,035956,凱基8L
0,035957,凱基8P
0,035958,凱基8Q
0,035959,國泰1M
0,035960,國票GE
0,035961,國票GF
0,035962,國票GG
0,035963,國票GH
0,035964,元富1S
0,035965,元富1T
0,035966,元富1U
0,035967,元富1V
0,035968,元富1W
0,035969,元富1X
0,035970,元富1Y
0,035971,元富1Z
0,035972,1Y富邦
0,035973,1Z富邦
0,035974,2A富邦
0,035975,2B富邦
0,035976,BJ統一
0,035977,BK統一
0,035978,BL統一
0,035979,群益I8
0,035980,群益I9
0,035981,群益J1
0,035982,群益J2
0,035983,群益J3
0,035984,日盛ME
0,035985,日盛MF
0,035986,日盛MG
0,035987,亞東JW
0,035988,亞東JX
0,035989,凱基8T
0,035990,凱基8U
0,035991,凱基8X
0,035992,凱基8Y
0,035993,凱基8Z
0,035994,BV元大
0,035995,BW元大
0,035996,BX元大
0,035997,BY元大
0,035998,CA元大
0,035999,CC元大
0,036000,CD元大
0,036001,CE元大
0,036002,CF元大
0,036003,國泰1N
0,036004,國泰1P
0,036005,國泰1Q
0,036006,2D富邦
0,036007,2E富邦
0,036008,2F富邦
0,036009,2G富邦
0,036010,AQ永豐
0,036011,AR永豐
0,036012,AS永豐
0,036013,AT永豐
0,036014,AU永豐
0,036015,AV永豐
0,036016,AW永豐
0,036017,AX永豐
0,036018,AY永豐
0,036019,AZ永豐
0,036020,BA永豐
0,036021,台新42
0,036022,台新43
0,036023,元富2C
0,036024,元富2D
0,036025,元富2E
0,036026,元富2F
0,036027,元富2G
0,036028,元富2H
0,036029,元富2J
0,036030,國票GJ
0,036031,國票GK
0,036032,國票GL
0,036033,永昌MY
0,036034,永昌MZ
0,036035,永昌NA
0,036036,永昌NB
0,036037,永昌NC
0,036038,永昌ND
0,036039,永昌NE
0,036040,永昌NF
0,036041,永昌NG
0,036042,永昌NH
0,036043,永昌NJ
0,036044,永昌NK
0,036045,永昌NL
0,036046,永昌NM
0,036047,永昌NN
0,036048,永昌NP
0,036049,永昌NQ
0,036050,永昌NR
0,036051,永昌NS
0,036052,永昌NT
0,036053,永昌NU
0,036054,永昌NV
0,036055,日盛MJ
0,036056,日盛MK
0,036057,日盛ML
0,036058,日盛MM
0,036059,日盛MN
0,036060,日盛MP
0,036061,日盛MQ
0,036062,元富2Q
0,036063,元富2R
0,036064,元富2S
0,036065,元富2T
0,036066,元富2U
0,036067,國票GQ
0,036068,國票GR
0,036069,國票GS
0,036070,康和L6
0,036071,KW第一
0,036072,BM統一
0,036073,群益J7
0,036074,群益J8
0,036075,群益J9
0,036076,群益K1
0,036077,群益K2
0,036078,群益K3
0,036079,CH元大
0,036080,CI元大
0,036081,CJ元大
0,036082,CM元大
0,036083,BD永豐
0,036084,BE永豐
0,036085,BF永豐
0,036086,BG永豐
0,036087,BH永豐
0,036088,BI永豐
0,036089,BJ永豐
0,036090,H7中信
0,036091,H8中信
0,036092,H9中信
0,036093,台新44
0,036094,凱基9G
0,036095,凱基9H
0,036096,凱基9J
0,036097,凱基9K
0,036098,凱基9M
0,036099,凱基9N
0,036100,凱基9S
0,036101,凱基9U
0,036102,凱基9V
0,036103,凱基9W
0,036104,凱基9X
0,036105,凱基9Y
0,036106,玉山KN
0,036107,玉山KP
0,036108,國泰1S
0,036109,2L富邦
0,036110,2M富邦
0,036111,兆豐DC
0,036112,兆豐DD
0,036113,兆豐DE
0,036114,兆豐DF
0,036115,兆豐DG
0,036116,兆豐DM
0,036117,CR元大
0,036118,CS元大
0,036119,CT元大
0,036120,CV元大
0,036121,CW元大
0,036122,CX元大
0,036123,CY元大
0,036124,CZ元大
0,036125,BL永豐
0,036126,BM永豐
0,036127,BN永豐
0,036128,BP永豐
0,036129,J2中信
0,036130,J3中信
0,036131,台新45
0,036132,台新46
0,036133,01凱基
0,036134,02凱基
0,036135,03凱基
0,036136,04凱基
