2016/01/22,20:18:06
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="72140P",P5瓣,499,0.43,0.44,10,2.326%,1.945%,0.43,-4.44%,10,ヮ伦,1.28% 基,73.56,0.06,40,-4.43,78.32%,80.04%
="72100P",瓣布TP,50,0.71,0.72,10,1.409%,1.979%,-,-,0,ヮ伦,14.62% 基ず,87.26,0.0540,24,-4.43,47.60%,52.28%
="720446",QRッ伦,10,0.35,0.36,10,2.857%,1.799%,0.35,-5.41%,5,稻,0.75% 基,57.23,0.0470,31,4.27,114.85%,118.07%
="720497",惩膀RX,30,1.75,1.83,30,4.571%,3.654%,-,-,0,狟祘,22.11% 基ず,95,0.08,39,4.44,46.90%,60.75%
="719849",惩膀PL,30,0.64,0.72,5,12.500%,6.635%,-,-,0,狟祘,5.46% 基ず,110,0.07,24,7.98,47.89%,58.54%
="720139",じPT,100,0.67,0.69,10,2.985%,4.120%,0.67,4.69%,10,竤羛,7.62% 基ず,210,0.03,39,7.35,43.80%,46.46%
="720489",R7瓣,390,1.32,1.34,10,1.515%,3.793%,1.37,16.10%,10,竤羛,5.12% 基ず,215,0.06,39,6.46,54.33%,55.50%
="720195",い獺XD,30,0.41,0.43,10,4.878%,9.053%,0.44,7.32%,6,竤羛,3.67% 基ず,218,0.04,8,15.57,39.88%,44.35%
="720382",惩膀RN,30,0.46,0.56,30,21.739%,4.958%,-,-,0,竤羛,2.73% 基ず,220,0.03,26,8.06,50.10%,64.32%
="720133",SVら脖,19,0.16,0.17,10,6.250%,10.087%,0.16,23.08%,31,竤羛,1.74% 基,230,0.04,6,21.63,49.05%,51.25%
="036851",AK瓣,220,2.36,-,0,-,2.606%,-,-,0,らね,35.79% 基ず,95,0.07,27,-,0.00%,-
="035650",竤痲G4,25,3,3.10,10,3.333%,2.844%,-,-,0,らね,29.00% 基ず,100,0.10,35,3.71,60.52%,75.51%
="035703",I9ッ伦,10,1.49,1.58,10,6.040%,3.506%,-,-,0,らね,25.61% 基ず,102.70,0.0590,5,4.71,0.00%,125.67%
="035683",じ8P,100,2.05,2.11,100,2.927%,3.209%,-,-,0,らね,22.86% 基ず,105,0.08,35,4.26,60.05%,68.95%
="719424",瓣WA,499,0.30,0.31,10,3.333%,3.529%,-,-,0,,0.02% 基,41.81,0.1130,25,8.25,60.17%,62.16%
="719691",じQC,100,3.30,-,0,-,1.748%,-,-,0,グ,51.69% 基ず,105.48,0.06,45,-,61.92%,-
="719889",竤痲RL,25,1.21,1.27,10,4.959%,4.851%,1.24,-8.15%,5,,1.25% 基ず,120,0.12,24,6.66,74.57%,78.55%
="720498",惩膀RY,30,1.90,2,30,5.263%,1.414%,-,-,0,地,30.00% 基ず,70,0.08,39,3.11,93.54%,109.93%
="720403",QKッ伦,10,0.58,0.61,10,5.172%,2.089%,-,-,0,地,1.45% 基ず,89.70,0.0570,27,5.02,96.17%,101.56%
="72145P",VUじ,100,0.55,0.56,10,1.818%,3.113%,0.55,-5.17%,105,瓣参,1.44% 基,27.70,0.2170,45,-4.71,70.24%,71.41%
="720024",竤痲SD,25,0.43,0.44,10,2.326%,5.294%,-,-,0,此筪,0.82% 基ず,85,0.0620,31,6.81,65.44%,67.08%
="720535",TRら脖,25,0.64,0.65,25,1.563%,4.581%,0.67,-5.63%,40,此筪,0.82% 基ず,85,0.08,40,5.75,66.96%,68.07%
="720330",P4じ碔,25,0.45,0.46,10,2.222%,5.881%,-,-,0,此筪,0.35% 基,86,0.08,24,7.94,64.94%,66.37%
="035782",瓣1J,100,0.58,0.67,15,15.517%,8.846%,-,-,0,F-啾霍,2.64% 基ず,49.20,0.20,6,9.93,85.11%,103.14%
="035793",ADじ,100,0.39,0.40,50,2.564%,4.058%,-,-,0,F-啾霍,1.00% 基ず,50,0.08,39,5.78,69.65%,71.52%
="06753P",13惩膀,30,1.09,1.14,30,4.587%,5.702%,1.09,32.93%,2,腳Θ,2.30% 基ず,37,0.50,24,-9.09,46.43%,49.00%
="06667P",じ碔2P,25,0.82,0.84,25,2.439%,6.223%,0.63,-4.55%,298,腳Θ,6.10% 基ず,38.50,0.28,11,-11.50,56.72%,60.05%
="06695P",ら脖MT,499,1.81,1.85,10,2.210%,4.121%,1.80,16.13%,774,腳Θ,9.63% 基ず,40,0.40,24,-5.92,53.45%,56.72%
="06722P",DIじ,100,0.85,0.88,10,3.529%,4.372%,0.75,4.17%,40,腳Θ,9.63% 基ず,40,0.20,24,-7.51,43.62%,49.24%
="07150P",F2竤痲,25,1.37,1.43,10,4.380%,3.146%,-,-,0,腳Θ,9.63% 基ず,40,0.25,39,-4.08,64.97%,70.35%
="07060P",HPッ伦,10,1.38,1.39,10,0.725%,2.803%,1.22,-3.17%,45,腳Θ,13.29% 基ず,41.69,0.20,34,-4.11,73.63%,74.80%
="06954P",惩膀BG,30,1.26,1.27,30,0.794%,3.164%,1.25,12.61%,55,腳Θ,13.93% 基ず,42,0.20,28,-4.70,53.92%,55.79%
="07206P",じ碔G2,25,1.36,1.37,25,0.735%,2.330%,1.36,7.94%,524,腳Θ,16.90% 基ず,43.50,0.16,45,-3.12,68.25%,69.89%
="07174P",F7竤痲,25,1.95,1.98,5,1.539%,2.099%,-,-,0,腳Θ,19.67% 基ず,45,0.20,40,-2.85,72.23%,76.44%
="07201P",ZMじ,100,0.95,0.97,100,2.105%,2.151%,0.95,7.95%,90,腳Θ,19.67% 基ず,45,0.10,41,-3.07,64.27%,70.12%
="07202P",惩膀HT,30,1.87,1.89,30,1.070%,2.186%,1.87,8.09%,70,腳Θ,19.67% 基ず,45,0.20,41,-3.19,59.53%,62.86%
="07119P",E8瓣,30,0.47,0.48,30,2.128%,2.611%,0.47,-4.08%,145,伦,1.88% 基,160,0.03,39,-4.34,81.62%,83.20%
="035934",ら脖LY,25,1.49,1.52,10,2.013%,2.268%,1.48,-3.27%,34,κ㎝,22.46% 基ず,65,0.10,8,5.14,90.03%,108.76%
="036052",ッNT,10,1.98,2,10,1.010%,2.505%,2.02,0%,10,κ㎝,18.81% 基ず,67,0.15,12,5.44,77.85%,83.00%
="037531",伦LP,10,0.74,-,0,-,2.444%,0.75,1.35%,33,κ㎝,5.73% 基ず,75.29,0.08,40,5.46,66.31%,-
="034889",AC参,10,0.48,0.49,10,2.083%,2.723%,0.48,2.13%,240,κ㎝,1.65% 基ず,78.31,0.0670,45,6.40,57.84%,59.18%
="035326",惩膀3L,30,0.51,0.52,30,1.961%,3.410%,0.51,0%,235,κ㎝,0.50% 基,80,0.10,25,8.15,62.80%,63.97%
="037314",IPッ伦,10,1.09,1.10,10,0.917%,3.028%,-,-,0,柬穝,7.44% 基ず,34.39,0.2550,39,5.87,59.30%,60.28%
="037787",じ碔G8,25,0.72,0.82,10,13.889%,2.821%,-,-,0,柬穝,2.64% 基ず,36,0.20,45,5.69,59.77%,69.65%
="719427",参RZ,10,0.92,1,10,8.696%,4.933%,-,-,0,バ,20.96% 基ず,137.24,0.0310,26,4.70,51.23%,80.42%
="720444",QBじ,100,0.53,0.56,10,5.660%,7.735%,0.57,9.62%,76,バ,0.61% 基ず,165,0.05,31,8.00,51.64%,54.74%
="06739P",EAじ,499,0.62,0.63,489,1.613%,5.135%,0.63,-31.52%,16,筿摸,1.61% 基,305,0.10,24,-19.10,26.99%,27.33%
="07039P",LPじ,495,2.64,2.66,499,0.758%,1.871%,2.79,1.45%,5,磕玂繧,11.18% 基ず,950,0.02,33,-4.23,61.84%,62.98%
="07038P",LNじ,495,3.14,3.16,499,0.637%,1.602%,-,-,0,磕玂繧,13.90% 基ず,980,0.02,33,-4.00,63.53%,64.76%
="037337",惩膀FL,30,1.62,1.70,10,4.938%,3.837%,-,-,0,舦计,6.25% 基ず,7300,0.0030,39,10.92,23.93%,27.48%
="037346",97竤痲,499,1.49,1.50,499,0.671%,3.902%,1.50,14.50%,520,舦计,4.81% 基ず,7400,0.0030,39,11.10,27.63%,28.02%
="037347",98竤痲,499,1.29,1.30,499,0.775%,4.112%,1.26,0.80%,10,舦计,3.42% 基ず,7500,0.0030,39,12.29,27.55%,27.91%
="037338",惩膀FN,1,1.39,1.40,32,0.719%,4.509%,1.39,17.80%,707,舦计,2.06% 基ず,7600,0.0040,39,13.84,25.30%,25.55%
="037348",99竤痲,499,1.12,1.13,499,0.893%,4.197%,1,-4.76%,8,舦计,2.06% 基ず,7600,0.0030,39,14.23,27.95%,28.29%
="037349",A1竤痲,499,0.91,0.92,493,1.099%,4.433%,0.92,13.58%,137,舦计,0.73% 基ず,7700,0.0030,39,14.11,26.43%,26.76%
="06906P",じ碔8A,20,0.87,1.09,20,25.287%,7.747%,1.01,-26.81%,20,舦计,0.73% 基,7700,0.0070,26,-23.12,18.63%,22.47%
="07021P",ら脖26,25,2.27,2.28,25,0.441%,3.437%,2.55,-0.78%,73,舦计,0.73% 基,7700,0.0080,33,-10.85,33.87%,34.00%
="07041P",LRじ,499,2.02,2.03,499,0.495%,2.414%,-,-,0,舦计,0.73% 基,7700,0.0050,33,-8.58,46.81%,47.03%
="07219P",H9竤痲,499,0.91,0.92,499,1.099%,3.255%,0.99,-3.88%,30,舦计,0.73% 基,7700,0.0030,45,-10.46,30.97%,31.28%
="06930P",5Z碔ü,20,1.26,1.27,20,0.794%,4.380%,1.27,-19.11%,105,舦计,0.08% 基,7750,0.0050,26,-14.50,31.19%,31.43%
="037350",A2竤痲,499,0.81,0.82,499,1.235%,4.126%,0.70,4.48%,227,舦计,0.56% 基,7800,0.0030,39,16.66,28.00%,28.32%
="06891P",32竤痲,499,1.01,1.11,10,9.901%,6.163%,-,-,0,舦计,0.56% 基ず,7800,0.0050,26,-18.94,22.03%,24.43%
="06897P",EPッ伦,1,1.02,1.08,10,5.882%,4.882%,-,-,0,舦计,0.56% 基ず,7800,0.0040,26,-15.03,28.41%,30.21%
="07187P",G7竤痲,499,1.05,1.06,499,0.952%,3.454%,1.04,-18.11%,610,舦计,0.56% 基ず,7800,0.0030,41,-11.06,31.96%,32.28%
="07211P",ABい獺,499,0.45,0.46,299,2.222%,2.671%,0.46,-13.21%,49,舦计,0.56% 基ず,7800,0.0010,45,-8.15,39.71%,40.62%
="06743P",EEじ,4,1.42,1.44,499,1.409%,5.398%,1.42,-22.83%,447,舦计,1.82% 基ず,7900,0.0050,24,-16.18,25.91%,26.43%
="06892P",33竤痲,499,1.64,1.65,499,0.610%,4.623%,1.64,-19.21%,193,舦计,1.82% 基ず,7900,0.0050,26,-13.48,30.34%,30.59%
="06712P",じ碔3W,27,1.55,-,0,-,5.735%,1.55,-20.51%,10,舦计,3.05% 基ず,8000,0.0050,24,-17.96,20.45%,-
="06840P",ら脖NP,25,2.66,2.75,10,3.384%,5.347%,-,-,0,舦计,3.05% 基ず,8000,0.0080,24,-15.56,23.64%,25.19%
="06893P",34竤痲,499,1.94,1.95,494,0.516%,4.523%,1.95,-16.67%,119,舦计,3.05% 基ず,8000,0.0050,26,-12.60,29.98%,30.23%
="06898P",EQッ伦,10,1.11,1.21,10,9.009%,4.743%,1.12,-15.15%,30,舦计,3.05% 基ず,8000,0.0030,26,-13.20,27.68%,31.92%
="06901P",M3い獺,499,1,-,0,-,5.265%,1.02,-22.14%,600,舦计,3.05% 基ず,8000,0.0030,26,-15.60,22.88%,-
="06913P",伦HB,10,1.50,1.59,10,6.000%,4.680%,-,-,0,舦计,3.05% 基ず,8000,0.0040,26,-12.73,28.32%,31.18%
="06921P",93惩膀,30,3.58,3.68,30,2.793%,4.902%,3.58,-22%,61,舦计,3.05% 基ず,8000,0.01,26,-14.17,26.13%,27.42%
="06711P",じ碔3V,25,1.95,2.05,10,5.128%,4.334%,-,-,0,舦计,5.41% 基ず,8200,0.0040,24,-12.27,24.05%,28.29%
="06742P",EDじ,499,2.58,2.60,499,0.775%,4.095%,2.57,-16.56%,152,舦计,5.41% 基ず,8200,0.0050,24,-11.48,28.85%,29.48%
="06894P",35竤痲,411,3.09,3.10,499,0.324%,3.542%,3.09,-13.45%,439,舦计,6.55% 基ず,8300,0.0050,26,-9.79,31.42%,31.74%
="06900P",M2い獺,500,1.16,1.34,10,15.517%,3.774%,1.30,-9.72%,23,舦计,6.55% 基ず,8300,0.0020,26,-9.29,24.87%,39.19%
="06920P",92惩膀,30,3.02,3.12,30,3.311%,3.624%,-,-,0,舦计,6.55% 基ず,8300,0.0050,26,-9.94,29.14%,32.36%
="06588P",F7い獺,499,2.26,-,0,-,3.089%,2.37,-5.20%,100,舦计,8.75% 基ず,8500,0.0030,5,-9.29,48.86%,-
="06919P",91惩膀,30,4.40,4.50,30,2.273%,2.623%,-,-,0,舦计,9.81% 基ず,8600,0.0050,26,-7.49,33.08%,37.20%
="06587P",F6い獺,489,2.10,-,0,-,2.216%,2.10,-7.49%,121,舦计,11.86% 基ず,8800,0.0020,5,-7.17,59.01%,-
