2016/01/26,11:57:58
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="07307P",9H碔ü,499,1.20,1.21,155,0.833%,2.308%,-,-,0,竤承,5.70% 基ず,10,1,45,-4.31,65.67%,66.61%
="06684P",瓣1R,380,1.35,1.37,15,1.482%,2.537%,-,-,0,竤承,10.19% 基ず,10.50,1,38,-4.79,54.38%,56.26%
="06581P",竤痲H5,463,1.08,1.09,10,0.926%,2.061%,-,-,0,竤承,14.27% 基ず,11,0.60,36,-3.90,61.92%,63.80%
="06640P",惩膀7T,100,1.34,1.37,100,2.239%,2.427%,-,-,0,竤承,14.27% 基ず,11,0.85,5,-5.54,60.05%,97.52%
="06644P",じ碔2A,100,1.18,1.23,33,4.237%,2.432%,-,-,0,竤承,14.27% 基ず,11,0.75,5,-5.39,60.05%,108.76%
="06846P",GWじ,499,0.64,0.70,5,9.375%,2.376%,-,-,0,竤承,14.27% 基ず,11,0.40,21,-4.69,45.03%,73.16%
="06552P",伦BY,499,1.85,1.90,10,2.703%,1.241%,-,-,0,竤承,24.56% 基ず,12.50,0.60,28,-2.77,56.26%,78.78%
="05993P",C5参,368,2.96,3.05,10,3.041%,0.653%,-,-,0,竤承,38.37% 基ず,15.30,0.5050,7,-1.48,0.00%,255.05%
="720385",QEッ伦,499,0.54,0.57,10,5.556%,4.146%,0.58,9.43%,10,盷乃,2.15% 基ず,38.13,0.1430,23,5.60,85.93%,91.43%
="720579",S9じ碔,499,0.90,0.94,50,4.444%,2.751%,-,-,0,虫か,11.59% 基ず,63,0.08,42,4.32,76.68%,82.65%
="72142P",眃㎝PC,188,0.28,0.38,10,35.714%,3.796%,-,-,0,虫か,1.33% 基,69.38,0.06,21,-5.51,76.53%,101.50%
="034092",78い獺,499,1.31,1.36,10,3.817%,4.880%,1.12,0%,40,古緼,28.97% 基ず,94.21,0.0480,29,4.82,0.00%,68.95%
="035827",N2ッ伦,50,2,2.05,10,2.500%,5.793%,1.49,-8.02%,14,古緼,24.60% 基ず,97.51,0.0850,4,6.64,0.00%,105.01%
="034421",L4参,108,0.63,0.67,108,6.349%,6.154%,-,-,0,古緼,14.13% 基ず,106.46,0.0340,36,4.82,62.51%,72.58%
="034279",KZじ碔,499,0.88,0.98,10,11.364%,11.394%,0.57,-8.06%,10,古緼,11.18% 基ず,109.28,0.0740,3,14.27,0.00%,115.78%
="034437",じ52,499,0.98,1.05,220,7.143%,7.375%,0.89,12.66%,199,古緼,7.48% 基ず,113.05,0.0740,36,6.92,55.79%,62.74%
="034494",惩膀G1,400,0.62,0.68,10,9.677%,12.301%,0.60,25%,6,古緼,7.48% 基ず,113.05,0.0640,7,9.96,63.45%,82.06%
="037629",LBッ伦,499,0.84,0.85,10,1.191%,6.593%,0.85,23.19%,92,古緼,3.20% 基ず,117.73,0.0660,38,5.68,68.83%,69.83%
="035518",竤痲E4,499,0.53,0.59,199,11.321%,8.496%,-,-,0,古緼,3.18% 基ず,117.76,0.0530,28,6.98,59.56%,68.25%
="720137",T8じ,100,9.25,-,0,-,1.404%,-,-,0,璓,164.82% 基ず,147.27,0.0410,36,-,0.00%,-
="720274",参TV,168,7.05,7.55,10,7.092%,1.393%,-,-,0,璓,139.43% 基ず,162.89,0.0310,42,1.57,90.03%,250.36%
="720160",X3ッ伦,499,11.40,12.40,10,8.772%,1.418%,-,-,0,璓,135.76% 基ず,165.42,0.0510,4,1.58,0.00%,838.14%
="720270",WBじ,100,8.75,-,0,-,1.485%,-,-,0,璓,133.66% 基ず,166.91,0.0410,42,-,0.00%,-
="719768",い獺WT,499,4.35,-,0,-,1.457%,-,-,0,璓,126.98% 基ず,171.82,0.02,43,-,0.00%,-
="720243",じ碔PY,100,8.60,-,0,-,1.511%,-,-,0,璓,117.07% 基ず,179.67,0.0410,21,-,0.00%,-
="720238",碔üV5,499,8.55,-,0,-,1.519%,-,-,0,璓,114.71% 基ず,181.64,0.0410,39,-,0.00%,-
="720259",PDッ伦,100,7.40,7.75,10,4.730%,1.584%,-,-,0,璓,106.52% 基ず,188.84,0.0370,21,1.83,0.00%,243.80%
="720320",じWB,100,9.65,-,0,-,1.675%,-,-,0,璓,98.61% 基ず,196.37,0.0510,21,-,0.00%,-
="719262",参RS,468,7.80,8.30,10,6.410%,1.666%,-,-,0,璓,95.29% 基ず,199.70,0.0410,21,1.87,0.00%,256.92%
="719734",参ST,408,5.55,6.05,10,9.009%,1.765%,-,-,0,璓,85.27% 基ず,210.50,0.0310,42,1.94,0.00%,185.41%
="720518",RNッ伦,499,5.30,5.60,10,5.660%,1.791%,-,-,0,璓,83.64% 基ず,212.37,0.03,36,2.05,0.00%,164.56%
="719767",い獺WS,499,5.35,-,0,-,1.829%,-,-,0,璓,80.56% 基ず,216,0.0310,43,-,0.00%,-
="719215",参RK,108,6.85,7.35,10,7.299%,1.896%,-,-,0,璓,75.45% 基ず,222.29,0.0410,21,2.11,0.00%,220.32%
="720572",惩膀SJ,200,8.30,8.50,10,2.410%,1.897%,-,-,0,璓,73.33% 基ず,225,0.05,42,2.23,78.78%,118.13%
="720558",惩膀SF,100,7.45,7.70,10,3.356%,2.141%,-,-,0,璓,58.89% 基ず,245.46,0.0510,38,2.47,79.72%,116.25%
="720264",VSじ,499,0.44,0.45,100,2.273%,5.037%,0.45,-16.67%,717,非,2.39% 基ず,230,0.03,21,9.58,51.78%,53.30%
="720475",惩膀RV,499,0.66,0.68,10,3.030%,3.298%,-,-,0,非,2.39% 基ず,230,0.03,32,6.26,68.66%,71.12%
="720005",穝Q5,499,0.51,0.59,10,15.686%,7.265%,-,-,0,供揩,4.07% 基ず,270,0.0250,28,8.17,45.84%,56.75%
="72078P",竤痲PS,100,12.80,14,2,9.375%,0.929%,12.50,-6.72%,3,簙稬,29.00% 基ず,1100,0.04,28,-2.19,66.61%,132.00%
="72086P",竤痲PW,100,8.15,-,0,-,0.408%,-,-,0,簙稬,51.19% 基ず,1600,0.01,30,-,0.00%,-
="72093P",惩膀Z1,100,4.09,4.20,1,2.690%,0.531%,-,-,0,簙稬,51.19% 基ず,1600,0.0050,7,-0.87,0.00%,371.39%
="037387",XKじ,499,1.52,1.57,10,3.290%,3.763%,1.54,9.22%,15,F-禩羛,29.58% 基ず,120,0.04,36,3.52,76.21%,88.27%
="037901",じ碔K7,599,0.84,0.85,44,1.191%,4.094%,0.84,9.09%,328,F-禩羛,11.07% 基ず,140,0.03,44,3.82,93.30%,95.00%
="035826",N1ッ伦,499,0.65,0.70,10,7.692%,10.987%,0.62,29.17%,2,F-禩羛,9.19% 基ず,143.33,0.05,4,10.42,0.00%,75.51%
="034374",5W竤痲,499,0.46,0.50,100,8.696%,11.365%,-,-,0,F-禩羛,6.34% 基ず,147.17,0.0390,4,8.79,93.95%,112.86%
="06995P",FWッ伦,499,0.65,0.66,450,1.539%,1.882%,-,-,0,F-TPK,10.19% 基ず,75.60,0.0480,28,-2.80,116.37%,119.18%
="07257P",じ碔H5,200,0.74,0.77,10,4.054%,1.746%,-,-,0,F-TPK,13.61% 基ず,78.60,0.05,42,-2.82,85.58%,92.43%
="06779P",CQッ伦,499,1.41,1.44,50,2.143%,1.551%,-,-,0,F-TPK,25.65% 基ず,91.33,0.0590,21,-2.55,78.32%,96.35%
="06501P",竤痲B1,38,13.30,14.30,10,7.519%,1.227%,-,-,0,F-TPK,31.75% 基ず,99.49,0.4220,22,-1.81,30.05%,150.04%
="06721P",DHじ,100,1.89,1.96,20,4.255%,1.239%,1.96,5.38%,1,F-TPK,31.75% 基ず,99.49,0.06,21,-1.93,0.00%,123.33%
="06676P",BKッ伦,499,2.12,2.16,50,1.896%,1.203%,-,-,0,F-TPK,33.09% 基ず,101.48,0.0630,9,-1.92,0.00%,165.03%
="06233P",3W竤痲,100,14.90,15.30,10,3.356%,0.865%,-,-,0,F-TPK,40.65% 基ず,114.41,0.3220,22,-1.35,0.00%,157.53%
="06621P",じ碔1P,300,4.18,-,0,-,0.871%,-,-,0,F-TPK,40.65% 基ず,114.41,0.09,4,-,0.00%,-
="06259P",4Q竤痲,100,12.90,13.50,10,4.651%,0.776%,-,-,0,F-TPK,43.13% 基ず,119.39,0.2510,28,-1.15,60.05%,170.65%
="06668P",瓣布GM,499,2.82,-,0,-,0.715%,-,-,0,F-TPK,45.40% 基ず,124.36,0.05,8,-,0.00%,-
="06474P",惩膀1V,100,4.30,4.40,10,2.331%,0.658%,-,-,0,F-TPK,47.50% 基ず,129.34,0.07,21,-1.02,0.00%,185.65%
="06503P",じ6S,100,6.15,-,0,-,0.662%,-,-,0,F-TPK,47.50% 基ず,129.34,0.1010,22,-,0.00%,-
="06285P",瓣22,0,-,-,0,-,-,-,-,0,F-TPK,59.85% 基ず,169.13,0.05,28,-,-,-
="05667P",い獺7N,499,3.14,3.24,10,3.185%,0.334%,-,-,0,F-TPK,64.08% 基ず,189.03,0.0260,45,-0.49,0.00%,222.19%
="720202",じRR,200,4,4.08,10,2.000%,2.973%,4.06,0%,3,河ポ,44.44% 基ず,450,0.02,8,3.10,0.00%,165.16%
="720154",じ碔PD,200,1.55,1.75,10,12.903%,3.058%,-,-,0,河ポ,30.00% 基ず,500,0.01,36,3.77,60.93%,107.91%
="720318",じTX,350,2.25,2.31,10,2.667%,2.597%,-,-,0,河ポ,30.00% 基ず,500,0.0150,21,4.12,0.00%,76.21%
="720297",Q1瓣,220,2.36,2.46,15,4.237%,3.726%,-,-,0,河ポ,26.71% 基ず,513,0.0160,44,3.72,63.98%,77.05%
="720193",穝R1,100,1.77,1.82,10,2.825%,3.150%,-,-,0,河ポ,19.27% 基ず,545,0.0160,36,5.11,46.58%,54.36%
="720025",じT9,499,1.06,1.11,10,4.717%,4.952%,-,-,0,河ポ,18.18% 基ず,550,0.01,32,5.19,48.84%,60.25%
="720276",PFッ伦,499,1.97,2.04,20,3.553%,3.602%,-,-,0,河ポ,15.91% 基ず,560.76,0.02,21,5.40,65.20%,74.10%
="720039",W1伦,443,1.13,1.16,10,2.655%,4.389%,-,-,0,河ポ,14.44% 基ず,568,0.0120,32,5.52,55.23%,59.99%
="720337",眃㎝PF,395,0.85,0.91,127,7.059%,3.981%,-,-,0,河ポ,13.02% 基ず,575.13,0.01,21,5.91,59.82%,73.56%
="720064",瓣XJ,290,1.80,1.82,15,1.111%,3.560%,1.82,4%,42,河ポ,12.85% 基ず,576,0.02,32,5.58,58.63%,60.37%
="720026",じU1,499,0.99,1.03,10,4.040%,6.649%,-,-,0,河ポ,8.33% 基ず,600,0.0150,29,7.09,49.77%,54.42%
="720127",竤痲SN,421,1.19,1.24,100,4.202%,3.592%,-,-,0,河ポ,8.33% 基ず,600,0.0150,36,5.54,63.39%,67.98%
="720118",W3ッ伦,499,1.47,1.52,50,3.401%,3.673%,-,-,0,河ポ,8.23% 基ず,600.60,0.0190,36,5.72,61.16%,64.82%
="720038",V9伦,471,1.07,1.08,10,0.935%,6.171%,1.08,-4.42%,44,河ポ,-,650,0.0250,32,8.06,54.93%,55.44%
="720128",竤痲SP,472,1.06,1.10,199,3.774%,3.991%,-,-,0,河ポ,-,650,0.02,36,6.55,64.22%,66.68%
="037091",GHッ伦,499,0.47,0.48,10,2.128%,4.356%,0.45,-15.09%,44,订笷,1.71% 基,15.82,0.43,30,7.53,67.31%,68.71%
="037295",XDじ,350,0.93,0.95,10,2.151%,3.103%,0.94,-1.05%,14,笷,11.50% 基ず,20,0.30,36,5.32,63.33%,66.14%
="037318",穝1C,100,0.92,0.94,10,2.174%,3.722%,-,-,0,笷,7.21% 基ず,20.80,0.40,36,6.76,51.81%,53.92%
="037255",HUッ伦,0,-,-,0,1.316%,3.128%,-,-,0,笷,5.24% 基ず,21.19,0.2950,32,5.51,75.97%,77.15%
="037399",惩膀GQ,100,0.42,0.45,20,7.143%,3.183%,-,-,0,笷,1.36% 基ず,22,0.20,36,5.91,69.18%,74.69%
="037820",じB3,499,0.44,0.45,10,2.273%,2.989%,0.44,0%,39,笷,1.36% 基ず,22,0.1970,43,5.76,67.66%,69.42%
="036694",じ碔7G,499,0.32,0.33,50,3.125%,3.803%,-,-,0,笷,1.76% 基,22.70,0.23,22,7.93,71.06%,73.05%
="720487",RBッ伦,499,2.33,2.40,11,3.004%,3.111%,-,-,0,狥瑅,26.38% 基ず,89.41,0.0930,36,4.01,65.67%,76.21%
="720371",ドT5,100,1.83,1.93,10,5.465%,4.197%,-,-,0,狥瑅,18.95% 基ず,95,0.10,22,5.78,42.22%,65.67%
="720229",じVW,100,0.57,0.62,20,8.772%,9.443%,0.60,7.14%,94,狥瑅,2.73% 基ず,110,0.10,9,12.42,56.84%,64.27%
="719561",参SH,208,0.54,0.55,10,1.852%,4.009%,0.55,37.50%,267,ü疭,10.44% 基ず,124.95,0.03,36,5.50,60.64%,62.95%
="720006",穝Q6,200,0.57,0.59,150,3.509%,5.539%,0.56,43.59%,239,ü疭,5.32% 基ず,131.03,0.05,28,8.29,48.83%,51.69%
="720634",SNッ伦,499,0.85,0.86,128,1.177%,3.213%,0.89,32.84%,649,ü疭,5.28% 基ず,131.08,0.0450,45,4.39,79.60%,80.83%
="720219",じ碔PU,499,0.33,0.37,10,12.121%,8.958%,0.32,68.42%,10,ü疭,0.74% 基ず,136.99,0.0580,9,13.77,59.33%,67.31%
="720281",じ碔QJ,495,6.10,-,0,-,1.632%,-,-,0,胺ㄈ,86.20% 基ず,35.50,0.20,21,-,0.00%,-
="720357",じ靡SQ,499,3.88,3.96,10,2.062%,1.537%,-,-,0,胺ㄈ,65.25% 基ず,40,0.15,21,2.49,0.00%,120.05%
="720596",惩膀SM,100,3.93,4.03,10,2.545%,1.880%,-,-,0,胺ㄈ,65.25% 基ず,40,0.15,43,2.40,60.05%,105.01%
="720628",竤痲VL,140,3.59,3.68,10,2.507%,1.626%,-,-,0,胺ㄈ,55.97% 基ず,42.38,0.15,45,2.60,67.54%,94.71%
="720189",Y2ッ伦,200,3.35,3.43,10,2.388%,1.781%,-,-,0,胺ㄈ,51.64% 基ず,43.59,0.15,5,2.88,0.00%,225.01%
="034891",AE参,408,2.39,2.48,10,4.184%,2.040%,-,-,0,F-腞伦,38.21% 基ず,234.07,0.0260,42,3.15,66.37%,88.62%
="037427",JAッ伦,499,2.57,2.64,50,3.502%,2.059%,-,-,0,F-腞伦,37.19% 基ず,235.80,0.0280,36,3.12,81.71%,99.04%
="035899",BG参,168,1.64,1.71,10,4.268%,2.260%,-,-,0,F-腞伦,32.47% 基ず,244.20,0.02,36,3.50,65.90%,85.93%
="037494",惩膀HB,300,1.96,2.06,10,5.102%,2.324%,-,-,0,F-腞伦,29.40% 基ず,250,0.0250,36,3.49,74.34%,92.60%
="034330",じ25,100,2.30,2.40,10,4.348%,2.438%,2.32,-4.53%,2,F-腞伦,28.27% 基ず,252.21,0.0310,36,3.85,61.22%,78.43%
="036933",じ碔8U,499,1.73,1.78,10,2.890%,3.030%,-,-,0,F-腞伦,19.82% 基ず,270,0.03,25,4.75,65.90%,74.69%
="036612",IDじ,499,0.65,0.67,200,3.077%,4.381%,0.66,-19.51%,15,F-腞伦,7.83% 基ず,300,0.02,21,7.05,60.75%,64.54%
="036084",BEッ伦,499,0.76,0.77,10,1.316%,6.001%,-,-,0,F-腞伦,4.12% 基ず,310.70,0.0340,9,9.42,75.15%,76.74%
="720580",T1じ碔,100,1.71,1.81,10,5.848%,3.657%,1.68,-7.69%,10,鯺躦,18.50% 基ず,100,0.08,42,4.54,61.92%,73.16%
="720531",RSッ伦,499,0.73,0.74,10,1.370%,3.947%,0.73,-6.41%,80,鯺躦,4.78% 基ず,113.10,0.05,37,5.07,78.64%,80.01%
="720117",じW8,499,0.47,0.49,76,4.255%,5.686%,0.47,-11.32%,119,鯺躦,3.04% 基ず,115,0.05,36,7.66,50.49%,53.27%
="720222",惩膀RB,499,0.22,0.25,20,13.636%,8.415%,-,-,0,鯺躦,1.25% 基,120,0.05,9,12.10,67.78%,75.83%
="72009P",眃㎝U9,188,0.17,0.20,38,17.647%,3.175%,-,-,0,皇龟,1.23% 基,68.06,0.0330,23,-5.31,81.16%,94.42%
="06959P",JNじ,350,0.79,0.89,10,12.658%,2.100%,-,-,0,絥,19.49% 基ず,195,0.02,25,-2.92,67.49%,110.16%
="719975",惩膀PU,100,0.95,0.99,10,4.211%,2.813%,-,-,0,痴,4.44% 基ず,90,0.10,28,6.06,71.17%,75.15%
="720476",TNら脖,100,1.33,1.35,10,1.504%,3.523%,-,-,0,,20.36% 基ず,28,0.20,32,4.08,80.19%,83.94%
="036397",じ碔5G,499,0.56,0.59,10,5.357%,3.723%,-,-,0,璓,0.27% 基,37.50,0.25,21,8.56,63.09%,66.37%
="06822P",じ碔6K,499,0.50,0.60,10,20.000%,3.623%,0.51,21.43%,5,㎝河,3.42% 基ず,76,0.10,21,-8.21,49.94%,64.27%
="06641P",惩膀7U,100,0.63,0.72,30,14.286%,5.602%,-,-,0,㎝河,3.89% 基ず,76.37,0.1570,5,-11.30,63.33%,81.59%
="07163P",伦LV,654,0.76,0.80,10,5.263%,2.401%,-,-,0,㎝河,5.17% 基ず,77.40,0.10,37,-5.38,56.49%,60.87%
="07178P",G2竤痲,481,1.04,1.06,299,1.923%,1.961%,-,-,0,㎝河,8.25% 基ず,80,0.10,37,-4.24,68.13%,70.35%
="06876P",AC瓣,499,1.02,1.03,100,0.980%,2.437%,1.06,16.48%,284,㎝河,11.57% 基ず,83,0.10,22,-5.78,46.66%,49.00%
="720319",じTY,200,5.35,5.40,10,0.935%,1.172%,5.40,-0.92%,53,F-腳,82.40% 基ず,121.16,0.0540,21,2.20,0.00%,97.52%
="720325",PTッ伦,49,3.90,3.95,10,1.282%,1.339%,-,-,0,F-腳,64.95% 基ず,133.98,0.0450,21,2.52,0.00%,114.38%
="720415",TFじ,200,4.27,4.33,10,1.405%,1.357%,4.33,-1.59%,20,F-腳,63.70% 基ず,135,0.05,25,2.53,0.00%,97.52%
="720407",Q8じ碔,495,4.14,-,0,-,1.398%,-,-,0,F-腳,60.15% 基ず,138,0.05,25,-,0.00%,-
="720429",TKら脖,495,4.03,4.13,10,2.481%,1.432%,-,-,0,F-腳,57.86% 基ず,140,0.05,28,2.65,0.00%,107.82%
="720177",じ碔PG,495,2.71,-,0,-,1.629%,-,-,0,F-腳,48.20% 基ず,149.12,0.0380,5,-,0.00%,-
="720514",QMじ,200,2.85,2.90,10,1.754%,1.585%,2.90,-2.03%,20,F-腳,47.33% 基ず,150,0.04,36,2.95,45.03%,80.66%
="719851",竤痲RG,100,2.88,2.98,10,3.472%,2.094%,-,-,0,F-腳,31.74% 基ず,167.76,0.0540,21,3.87,0.00%,87.45%
="720560",RYッ伦,499,2.15,2.19,10,1.861%,1.843%,-,-,0,F-腳,30.48% 基ず,169.38,0.0380,42,3.33,80.77%,86.98%
="719879",じP5,250,1.51,1.55,10,2.649%,2.877%,1.55,-6.06%,13,F-腳,18.56% 基ず,186.40,0.0430,21,5.71,41.28%,55.32%
="06683P",ドKR,499,1.06,1.16,10,9.434%,2.788%,-,-,0,F-坎供,12.86% 基ず,77,0.1040,9,-5.19,65.67%,102.20%
="06804P",34惩膀,400,1.32,1.36,10,3.030%,1.743%,-,-,0,F-坎供,12.86% 基ず,77,0.1040,45,-3.49,66.37%,70.82%
="720390",PHじ,499,0.46,0.48,10,4.348%,3.797%,0.48,-11.11%,130,F-眯风,6.77% 基ず,218.70,0.0210,24,7.12,56.14%,60.66%
="72101P",竤痲RA,226,2.22,2.27,10,2.252%,2.403%,-,-,0,F-眯风,3.91% 基ず,243,0.0770,21,-4.08,104.43%,107.35%
="72092P",竤痲QE,186,2.69,2.79,10,3.718%,1.738%,-,-,0,F-眯风,22.51% 基ず,301.32,0.0390,7,-2.93,120.05%,161.05%
="720245",竤痲TE,468,1.07,1.09,10,1.869%,1.958%,-,-,0,地琍,27.16% 基ず,57.25,0.0670,21,4.16,69.89%,81.36%
="720228",Z9ッ伦,100,0.62,0.66,10,6.452%,3.201%,-,-,0,地琍,11.69% 基ず,65.18,0.0670,9,5.83,101.73%,118.71%
="718696",PLら脖,150,0.32,0.33,30,3.125%,3.841%,0.34,-19.05%,50,地琍,1.51% 基ず,71.72,0.0670,21,8.20,60.14%,62.30%
="720379",PBじ,499,0.39,0.40,10,2.564%,3.146%,-,-,0,地琍,1.51% 基ず,71.72,0.0670,23,7.05,71.88%,73.93%
="720462",じUU,100,1.08,1.18,10,9.259%,3.423%,-,-,0,F-吏,27.26% 基ず,57.60,0.0610,30,3.24,97.05%,126.61%
="720351",QAッ伦,100,0.69,0.73,10,5.797%,3.884%,-,-,0,F-吏,19.28% 基ず,61.45,0.0450,21,3.54,124.27%,140.55%
="037417",伦KZ,498,1.80,-,0,-,2.575%,1.80,-2.70%,11,F-馴秤,30.87% 基ず,115,0.05,36,3.94,49.24%,-
="037290",NXじ,100,2.50,2.59,10,3.600%,2.898%,-,-,0,F-馴秤,25.42% 基ず,120,0.08,36,4.33,47.83%,63.33%
="037428",穝1H,100,2.24,2.32,10,3.571%,3.677%,-,-,0,F-馴秤,15.77% 基ず,130,0.10,36,5.57,46.66%,53.68%
="037950",惩膀MD,499,1.25,1.35,10,8.000%,3.209%,-,-,0,F-馴秤,15.77% 基ず,130,0.05,45,4.47,60.23%,72.70%
="037196",HLッ伦,499,1.37,1.38,10,0.730%,3.547%,1.37,-2.84%,90,F-馴秤,12.79% 基ず,133.43,0.0610,31,5.03,71.93%,73.11%
="037668",LDッ伦,499,0.77,0.78,10,1.299%,3.231%,0.74,-8.64%,367,F-馴秤,2.38% 基ず,147,0.0440,42,5.28,77.03%,78.17%
="036401",じ碔5L,499,0.51,0.53,20,3.922%,6.485%,-,-,0,F-馴秤,0.53% 基ず,149.71,0.0640,21,10.08,51.93%,54.09%
="036509",56惩膀,499,0.48,0.49,100,2.083%,5.706%,-,-,0,F-馴秤,0.53% 基ず,149.71,0.0530,21,8.97,59.47%,60.78%
="037919",じD7,499,0.71,0.73,10,2.817%,3.642%,0.71,-5.33%,23,F-馴秤,0.33% 基ず,150,0.05,45,5.89,65.38%,67.28%
="719120",参RC,108,1.21,1.25,10,3.306%,3.637%,-,-,0,獺鱺,15.44% 基ず,275.90,0.0250,36,5.29,53.39%,59.42%
="720578",S8じ碔,100,0.72,0.77,20,6.944%,2.711%,-,-,0,﹜供,6.63% 基ず,80,0.06,42,4.43,80.48%,88.15%
="720529",RQッ伦,499,0.69,0.70,10,1.449%,2.950%,-,-,0,﹜供,2.10% 基ず,83.55,0.0750,37,5.38,76.44%,77.73%
="720031",じV2,150,0.38,0.39,50,2.632%,4.645%,-,-,0,﹜供,0.64% 基,85.85,0.0770,29,8.82,53.30%,54.65%
="720252",穝R3,100,0.50,0.53,10,6.000%,5.217%,-,-,0,,2.34% 基ず,38.50,0.25,21,11.75,39.64%,42.92%
="720135",T4じ,499,0.35,0.36,141,2.857%,3.674%,0.36,-2.70%,40,,1.50% 基,40,0.16,36,8.69,49.00%,50.23%
="720261",じ碔QB,599,0.38,0.39,14,2.632%,4.033%,0.36,-10%,90,,1.50% 基,40,0.20,21,10.65,56.84%,58.13%
="720503",Y2伦,995,0.50,0.51,10,2.000%,2.743%,0.48,2.13%,57,伦,0.19% 基,26.50,0.20,36,6.03,75.27%,76.79%
="720443",QAじ,19,0.76,0.83,10,9.211%,4.717%,0.70,-2.78%,150,啾承,10.23% 基ず,11.34,0.5070,28,6.68,58.60%,70.82%
="035845",ら脖LU,250,1.74,1.79,10,2.874%,5.559%,1.79,3.47%,10,い経,17.14% 基ず,70,0.15,4,6.73,0.00%,0.00%
="036099",惩膀9N,100,1.07,1.17,10,9.346%,8.644%,-,-,0,い経,9.33% 基ず,75,0.15,9,9.58,35.67%,62.63%
="036232",DMじ,100,0.89,0.98,10,10.112%,7.603%,-,-,0,い経,9.33% 基ず,75,0.12,21,8.78,31.69%,47.36%
="036280",3K碔ü,499,1.92,1.97,10,2.604%,5.385%,-,-,0,い経,9.33% 基ず,75,0.20,42,6.15,49.70%,52.28%
="037086",じ碔9V,499,1.14,1.16,33,1.754%,5.557%,1.16,1.75%,30,い経,8.61% 基ず,75.50,0.12,30,6.02,61.92%,63.91%
="036905",ら脖18,300,0.83,0.92,10,10.843%,8.531%,-,-,0,い経,5.13% 基ず,78,0.15,25,9.86,36.60%,44.56%
="037861",8V碔ü,499,1.19,1.22,50,3.361%,4.976%,-,-,0,い経,2.50% 基ず,80,0.15,43,6.03,61.16%,63.56%
="036629",DVッ伦,499,0.58,0.59,10,1.724%,8.534%,-,-,0,い経,1.40% 基,83.16,0.17,21,11.44,49.47%,50.23%
="720188",Y1ッ伦,499,1.24,1.32,10,6.612%,4.816%,-,-,0,,14.91% 基ず,27.63,0.30,5,6.80,0.00%,95.65%
="720153",SXら脖,499,1.34,1.38,10,2.985%,2.304%,1.31,-5.76%,57,醇玜,24.48% 基ず,52.70,0.1040,4,4.97,0.00%,150.97%
="720285",PJッ伦,200,1.90,1.94,10,2.105%,2.174%,-,-,0,醇玜,24.41% 基ず,52.73,0.1440,21,4.53,61.92%,74.10%
="720269",VVじ,499,1.82,1.89,10,3.846%,2.182%,-,-,0,醇玜,18.05% 基ず,55.57,0.1570,42,4.49,60.25%,67.72%
="720223",惩膀RC,100,0.88,0.98,50,11.364%,3.343%,-,-,0,醇玜,14.11% 基ず,57.49,0.1040,9,6.19,67.72%,108.80%
="720213",Z2ッ伦,0,-,-,0,0.980%,3.924%,1.01,3.06%,30,醇玜,11.19% 基ず,59,0.1460,8,8.31,62.39%,66.14%
="720508",Y3伦,0,-,-,0,-,-,-,-,0,い垂,48.10% 基ず,29,0.25,37,-,-,-
="720466",X9伦,499,2.77,-,0,-,1.579%,-,-,0,い垂,34.22% 基ず,32,0.25,31,-,56.26%,-
="720295",じWK,499,1.68,1.71,10,1.786%,1.759%,-,-,0,い垂,26.32% 基ず,34,0.18,44,4.12,52.51%,59.06%
="720569",竤痲UY,275,1.82,1.86,10,2.198%,1.794%,-,-,0,い垂,25.00% 基ず,34.36,0.20,42,4.12,56.72%,63.80%
="720157",W7伦,499,1.85,1.88,10,1.622%,2.124%,1.95,-1.52%,10,い垂,19.31% 基ず,36,0.25,36,4.83,49.70%,54.38%
="720287",PLッ伦,499,2.01,2.09,10,3.980%,2.308%,-,-,0,い垂,18.84% 基ず,36.14,0.28,21,5.13,60.99%,74.10%
="720456",R5じ碔,499,1.49,1.53,10,2.685%,2.460%,-,-,0,い垂,13.03% 基ず,38,0.25,29,5.57,60.99%,65.20%
="720271",WUじ,400,1.17,1.20,50,2.564%,2.643%,1.25,-10.71%,30,い垂,7.38% 基ず,40,0.25,42,5.92,52.04%,54.15%
="719766",碔üT8,499,0.90,0.93,50,3.333%,3.356%,-,-,0,い垂,0.07% 基,42.98,0.3140,43,7.90,48.07%,49.70%
="720155",惩膀QV,499,0.33,0.37,10,12.121%,8.188%,-,-,0,い垂,0.12% 基,43,0.30,4,18.70,62.16%,69.42%
="720077",W2伦,805,0.52,-,0,-,5.370%,-,-,0,い垂,1.94% 基,43.80,0.25,36,9.18,44.91%,-
="719624",じ碔T1,499,0.47,0.57,10,21.277%,9.069%,-,-,0,眒碔,0.38% 基ず,50.51,0.1630,21,8.62,56.84%,69.42%
="037203",惩膀DT,200,1.62,1.69,10,4.321%,4.130%,-,-,0,F-い,16.44% 基ず,45,0.20,31,5.31,52.98%,62.39%
="037244",NAじ,499,0.57,0.60,200,5.263%,6.527%,0.58,3.57%,1227,F-い,4.80% 基ず,50,0.15,32,9.17,38.94%,42.45%
